ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
,238.4095980755224,26493.07620652817,8.669944102585777,311.55367904139865,369.2838638747586,11.75993045445574,91.2392992027705,3.241267186661132,0
6.087306100000082,214.55608597404893,11628.336675478404,7.231926684912577,,344.0720281513272,13.232307887943024,98.6866204155442,3.666671803251088,0
7.6512942259202,200.7170513198393,11699.133549843924,6.648272780493369,349.25544481084484,420.8283621868532,18.863817480730177,52.90885102166161,3.2580416465868867,0
4.771490668948941,200.37407558257124,48002.08459600114,9.16523914539234,340.31017576890633,310.9278352799708,18.76832821249093,63.66415534150084,3.936972573012225,0
,190.63063618380693,26913.373485751392,4.649166445536806,302.41752875752275,509.2848687676725,16.198947843455073,64.10195139636862,3.4528218640874533,0
5.39205760659185,198.01716522795385,19900.407837851708,7.843225649588569,348.95192434938275,419.81395600739535,14.6165091801181,80.56825164955275,2.978925444705386,0
5.477283049476333,165.43609335155574,29046.083515231163,5.523010780807942,370.8930850920216,488.7745947823073,17.265186340258424,80.23479707714105,6.357438520067428,0
6.364155674065816,193.5069028159379,22958.0099928107,6.6746350686624,,432.1943572726645,16.27182497172828,64.57685130910524,4.764412041610866,0
,226.76564648171785,39942.95389779411,8.594714508739044,,538.6218031101072,13.74474872214762,,4.863377535184865,0
8.347949482501885,231.20310142337328,13533.230032975182,7.623603583169212,313.6711274177521,527.3808709541483,18.663901084453187,58.05286607131876,4.217861430575852,0
6.615981651666498,194.98063602657555,20919.051434180343,6.136369824104111,,383.1220570399757,9.68437637766965,41.33777496075909,4.63570912652134,0
8.312379503092345,203.7445475058509,8727.247349356963,7.4563022582930865,,543.392988344829,15.47040046786907,81.50868191992566,2.988093010442307,0
6.836224938677605,166.74296159202632,24293.172662812045,6.861235191713022,332.8815818756824,390.8049552883856,16.00699084141729,87.10192477874367,3.666613685710395,0
6.385470897689489,231.48845769943907,26756.91799981906,8.774356716879225,,422.0677005293167,16.563116383698457,73.26063979628235,4.681716653309846,0
6.490037174928902,205.5415171695257,19397.323888893363,7.894244798435495,368.5610730195575,479.7861954284083,15.80508483352719,56.98201953997934,2.430883294085322,0
,236.3569746190456,24873.622781133807,9.410657997698486,300.6884165729052,479.0560337017452,13.521923255626632,46.59887075058384,5.284233272110425,0
6.64884918609138,181.6881220667947,30733.50383761234,5.96127222367226,343.9252223114132,257.7041794322704,17.75844368068323,35.296181418536364,4.827527398066652,0
,210.979746804659,21174.40848046621,7.618884588424177,,572.743407158898,15.11084888722496,90.25245503627784,4.217553378155117,0
9.323583858284508,212.71066980589015,15751.175300296723,5.501070114239315,296.8485120030009,399.7737042300347,10.62226549121732,74.55428505833692,3.006650221855861,0
4.58196872788087,186.0979152810744,33897.06820165686,6.3584022962415565,316.55279138947884,406.3823779740672,19.69984804212288,62.3233034807969,4.500207624732678,0
7.884841993204571,229.2426598319009,21733.828043581638,7.903081469320279,315.1899837510024,368.77089370676015,11.635399275284044,49.80432225005693,4.631640754077167,0
6.168838539281275,238.30104775006848,24827.51664087316,7.7200109589287775,269.49017326233366,482.6733272625631,22.091990222757488,79.16928110264583,4.435760073378445,0
7.230845306553176,177.57480307423378,17864.689385537968,5.818229015846422,343.5933323950082,367.689991785902,19.912950169640908,59.30305301704904,5.622018080855884,0
,235.00459773839052,3900.913891731133,6.938729525155316,286.7651014049071,553.4940321982864,19.418013145029192,84.84773971524388,4.071343675272809,0
8.693104326309328,184.77280935553472,13283.77805343001,6.521814669653311,348.55479203877144,560.9659101723107,13.978347933221698,71.73384510840361,2.8982230607674366,0
,194.80609142080573,32981.23945648847,9.554785291159469,,286.7944316111977,10.415889061475468,71.90514736385545,3.2316796925242075,0
4.79746018165997,190.3151268401933,21280.246558722727,6.188502911703347,326.7941937801377,357.4361933794983,11.713821016373572,63.86306845783824,4.038502789352143,0
9.319176393077573,199.3335654213,14294.240349959267,7.784940449239423,366.0517518808906,338.44144996454025,15.215292663693788,63.39146814555416,4.129230416389857,0
7.58168757744945,180.74914015853483,11989.2462425416,4.977306609069512,328.17697771424764,617.8835131421284,13.56125295056438,39.21591747967709,4.457282487105634,0
5.348213658597068,232.66850873112725,11797.920916457138,7.816284866414023,312.98675321568174,371.91064735605113,11.975680496544726,65.79702323523554,3.3111681102507315,0
5.487876362610197,179.20698312178774,20162.01861786685,5.211430347967574,305.2641420711427,510.6093850554352,12.588474813106416,58.86155797518673,4.223576482290001,0
,206.57784298022085,40710.524385742334,8.8136660894912,320.4493278266133,468.05171474869934,14.52349975594393,71.45044718045614,5.486132309176686,0
8.31595907145097,221.2702227529179,16123.304450528043,9.47580112878229,348.1773307361863,501.6739825863527,22.159747227563287,75.36497409259994,2.760212573568241,0
8.55107774771961,216.41593213399565,28909.29028415305,6.936782341455183,295.2237066551887,510.89500072429865,16.2023714425128,79.85932285927395,4.046379690043383,0
6.013160966461117,218.84325608559016,21573.74757111393,9.29585200073896,321.1683132149535,444.2766349599716,14.744347366499936,62.44323904691303,3.455622540984072,0
5.744067537432683,173.85088155056013,28391.99818542178,7.017330330753139,355.46158888444376,336.06180305762905,16.895179709073204,65.44736154096918,3.1716552079647324,0
5.218989651481935,164.79099156176568,27007.8869057916,6.592516958774432,,422.2238018334672,14.070878980982856,73.92031967832119,4.383942553936008,0
,240.42978682732485,25959.613897834544,10.571596299305776,,446.7429748194644,13.573471029245129,80.2683717898251,3.3583534546716933,0
7.4587076827919985,207.7865734120744,10513.2967812211,8.920632925274443,,442.3681430865993,18.72530225065105,43.89808750713743,2.938082397276258,0
11.0278798626952,228.3227976007996,13124.105636341585,7.5166432155506255,319.3540394138715,376.2319179250843,8.033858640214078,48.52903792672959,4.178897908640168,0
6.729580190108561,242.1641459335721,17975.55322701793,9.808651156000304,322.2351014670934,440.85943483462125,13.57122271670977,62.17947698396132,4.003458052258935,0
4.150214299745359,174.92674117052437,41489.6398141628,5.56986865811152,,425.2500464971023,12.534008729084915,86.68363454098444,3.502370872206418,0
7.159398310953257,171.816105324697,28954.801012055537,5.817090294681839,357.3287587922074,530.5264113279316,18.11704225580013,79.09444034942162,3.254926496664732,0
,235.41745667390205,13927.002506501727,8.55144684504605,,446.4223567483664,14.134953926050343,51.7052148914131,3.662648159726404,0
6.209697436775356,169.3185048169177,22610.768713435307,4.87541388108418,327.3799385347764,549.2767282750748,17.01511804175402,51.5055082848889,3.893766831260585,0
,178.77771608491037,10490.838986806202,7.53304200193721,354.05764852081126,367.758689247449,14.66895004953642,57.40146511939064,4.126407533121048,0
9.608533593881912,231.3402282351612,4544.841717583644,6.5778340481222415,300.92232972838167,328.90449423468266,11.789619287242203,78.56818211662697,3.042796943791497,0
