ph,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
9.612898964310972,16598.5775109041,9.143046046687209,311.2961574212913,535.6987005197892,12.312031748869517,67.42695477575255,4.016409562458125,1.0
6.798097459929966,35883.78011032254,7.051813574611174,,470.4935448476128,10.888638899272792,58.47380387821696,3.571622599227372,0.0
4.745764371481156,33153.81297558052,8.840473500525777,370.1678510128087,296.96410172607307,14.784313577379407,48.45137453619465,3.6991462587291006,0.0
8.337696200697742,30969.047593280786,5.452161832344376,,302.4223184971019,14.529864109388429,41.39276824555531,3.454197456668698,0.0
5.462355934706153,11642.148998545998,8.4396410712474,,534.6639448904972,8.129792646305418,74.60371287284924,4.486180492425556,1.0
6.903074330528872,17947.988113640647,7.048017331283495,,601.9852229466272,11.775109713528764,58.17625506029297,4.473887010766568,1.0
7.094830833998159,18975.64349499861,7.571951407860145,423.0459737672505,528.2665234601474,18.556176608436147,68.6485816868944,3.628459628957123,0.0
9.1726245193336,11319.10623209237,6.6188527588159385,372.5547130986511,420.4291096371746,13.353259273302228,72.97405083654003,3.686395201554108,0.0
8.758824521484824,19572.14707975613,7.493432998912598,376.83827872529696,518.385545618882,,35.78601004092003,3.527565358764985,0.0
7.423586011645774,34451.98421401317,7.930651012247173,303.79013417198775,429.8599985796419,7.665923381467792,66.70047596078888,3.36539749533764,1.0
