ph,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.193170101205059,12883.726495777477,4.73936011678666,,389.4059776465183,14.560135796918814,76.45781594495153,3.466645288112605,1.0
7.380104834625337,16862.543476270643,7.101816885471475,306.18292499042246,478.6545180309788,13.254475387897685,92.86455712547516,5.03045220196702,0.0
8.847880710565029,11705.072281969924,6.663397069642296,380.59249104930217,386.4641507477815,16.319104528451362,85.6936490771539,4.143450991614013,0.0
7.071314192217861,20038.796416929355,7.602251873891982,290.05721880909675,605.3050414394087,8.713963616341118,58.41345969332727,4.293726559748635,1.0
5.023380783822836,15040.841477655327,7.588021340273935,409.918701703617,454.8848090531006,14.245091385263263,71.98385140039265,4.477351412174476,1.0
INVALID,22113.391452033964,7.931502716678679,304.80784540436133,480.71520782815895,15.692838550759577,82.92934548368146,4.393944466089358,1.0
6.79265509816682,9094.313300416155,6.435809198082079,338.5211762965584,361.1075365090635,14.502464254823336,45.428096504423245,1.9177543925715308,1.0
,17107.224225827616,5.607060453087125,326.943977743867,436.2561939726492,14.189062206123708,59.85547582615388,5.459250956028731,0.0
6.618186566692918,13776.621791774089,5.925462323451307,,315.1993932446135,12.08216871396644,61.47442286838712,3.79706786115003,1.0
9.540252240007296,31683.86459332765,11.994290224518096,315.35908503766194,493.83637899978135,19.093599143799903,81.39372182255684,3.3295038991199046,1.0
