ph,Hardness,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
2.8126896138479083,230.30670966805607,7.158874606466871,-83.8857107589676,365.4756955193295,18.13712253609574,38.32000493555616,3.250406958910237,0
25.45361678739304,194.64636574580425,4.311503412380803,358.1898831545927,286.3546674637504,16.89626609806197,71.6401848938997,3.794643498134299,0
14.864694252376534,252.18346836016025,4.852661119820116,1.7517687068699956,389.3114360173974,13.448573845075831,70.90105318224761,4.814707615743451,0
15.534132413451305,163.8225095315162,4.922974349061141,147.7033640215147,540.6914970963016,7.7565644501738,29.59367341484223,3.6971622236099217,0
14.513267763116136,289.19679652775346,8.017707369960458,74.37254569822659,491.9314036530554,18.053775672482523,57.5630873211291,3.2417250441660563,0
22.924518208586168,203.8262980019117,9.94043595619917,258.96329713698987,367.1745287033417,12.284778265853635,95.73619277248493,3.844522235289533,0
15.571671054134423,220.75648940681785,9.59765660050401,479.7966507700043,469.3682832164568,13.544969570611096,47.55616276412327,2.733051665366438,0
15.483162176189555,226.4893753382588,5.689608699791621,409.3281755481551,383.79660520792265,11.277755018027149,75.62201939802713,5.403915516415685,0
16.254626408168473,172.26988207944098,7.980807456642625,392.6929486268958,272.0685522375785,17.105127275708572,77.50443578081268,2.542215562163272,0
14.038405535152163,239.0988381885026,3.4356604825993,458.06638487296055,516.376165516673,19.595234924114934,72.49867362967956,3.067056421686676,0
18.289626821618228,212.16920088267148,9.509751221242826,54.402886075991006,382.24809636116936,14.655013349960416,86.71388926703577,4.158649822033909,0
8.406998569473839,147.20547293818868,5.104101567244624,566.8336375446678,304.7427537096888,16.694904608088265,52.40122586488023,4.77855760411531,0
4.4244113620353644,213.27863159340248,7.525260066968991,249.4919866576919,424.1055143871485,20.06168490960783,92.82060884000124,4.981848480372069,0
17.9266963832631,188.46926120634447,5.0229243616597055,269.8352865898551,214.8647002392864,8.028949691299102,56.7721503006098,4.535179005044446,0
19.72691944045181,231.9333244283769,9.84485893021598,41.89960488146059,482.417216338624,13.506769613466316,91.76841230924391,2.8463531969659344,0
23.7190207067452,134.25093044219562,8.645750773045606,492.6681314063157,456.4773512921888,10.561248029660424,50.92441542692737,3.4393833317202263,0
11.583744025178994,256.931951374605,6.140503841289675,703.1496357623585,427.1541199832192,15.038185573766324,63.45100839456662,2.962153611132429,0
2.1553521211064,166.61208713566535,3.8030667525825423,542.45006232335,247.82876929583875,14.590692487323947,55.05547980408424,5.018265359384619,0
20.674533997061253,236.3579912027936,6.290644517512678,76.51925702173642,458.1822218811236,13.963599681749455,63.73085355603855,4.588793976016662,0
23.75599497068216,230.31147451318893,7.776105713998626,64.86342871883318,402.0220595397613,16.433542447048513,44.58614776247607,4.892771234670566,0
14.907202338038902,190.1245134980156,8.07711352857498,229.7490850933181,398.898280657205,16.232549934585325,51.58169395663265,4.470280322074135,0
5.282239859132964,280.4104536405689,6.666077364186279,506.9132239698344,291.7832422109285,12.966926947855796,43.81691000058901,4.145815421329732,0
24.35251497017658,148.73514038529294,10.13291851607454,215.72217199662583,521.6737875313659,16.91553265792476,86.58176183587352,2.5166408671737908,0
14.99821757532234,224.90740368691127,8.188290575451473,285.7189132434162,568.0362620516893,11.81656828473902,57.38690148631648,4.824978055050322,0
20.37321952008809,215.19255312816304,9.879030755455162,249.07265945873928,313.77032262494527,8.889039612701033,71.57622082651615,3.66838762960676,0
28.06816812997082,172.97626430666207,9.32174892185842,512.8007244395885,446.26139300625977,14.421630361629294,68.50432319100247,3.4090793860253337,0
15.2600376018402,155.23426697474255,6.08128757302724,1.1896908139622155,403.7283355298039,8.449165219467732,105.1395379556058,2.202582760945773,0
7.446442296285863,155.5754408236275,11.029749626415386,388.4711285596175,394.10110082594497,11.87585811554418,63.64796360934897,3.3119231201732875,0
14.544491634960805,190.80018086712428,4.581293767878252,541.9634659875535,483.3309243379073,16.997784247687534,70.01399238601668,3.2653436001491287,0
1.8390907094763345,142.8054425893922,10.73674272043572,270.9891046840917,388.0460490430881,15.578840663347982,106.81030907727056,2.4570150124229806,0
29.70227628291937,180.9965883020598,4.735592558820063,327.4965024905463,574.3468443819306,9.51649860494716,65.46922043506392,4.099064608579867,0
14.293917613974898,211.10854322870776,4.670948503514476,513.0361056000393,431.9752672054028,10.031258351343888,91.32368314513792,3.17796594122197,0
7.808100813526248,206.85750436146608,4.419724786204892,-57.571600692976176,312.11848959291564,12.60746680686782,39.20166821211079,3.9297737277955904,0
24.820506102281204,189.4071765685457,5.530852739992095,263.87092667277227,443.5461165358548,23.69078542767385,104.71565145323116,4.282774227963984,0
9.705089669274,215.36838165863367,7.54242624368033,-13.65042791342796,503.6913377409911,11.6507007241017,58.41329848633502,3.824919234312015,0
14.837531091453425,227.4041966437792,7.640839076897884,295.8101904319752,350.02496533480974,21.25880198132296,87.2446456421507,3.804494987436588,0
-2.4626108839980283,200.14606818332075,6.653132351162569,241.5963216686428,323.9155737261271,17.608799958755633,34.97219154453891,3.550686308963436,0
-8.7400591564305,149.4329777385438,8.00851970327407,455.50317239023633,444.74024314945706,12.284163047754436,81.65656008363904,2.5535934984296937,0
-0.5265977310955368,212.4541129275964,6.484216587648037,425.51377265376607,444.5745668751321,12.727212404063422,97.22492157660533,4.622775664899361,0
-1.0036746198006554,197.3701715946793,8.876486748400183,309.41718784749906,406.43937036921216,12.029888771878532,74.73965733614241,3.5999422105789303,0
13.184826060333972,227.6430436213348,5.32584375960845,602.1795204607415,589.0974547876658,15.845383287330112,51.36075360997209,3.587789356680925,0
-2.7547324814151697,234.88630840599785,7.821996007177874,272.3045057887312,322.55273235273694,19.062447082558272,75.61687421522593,3.959582039655056,0
14.600351049936608,176.13183866840473,10.032876837636453,321.2717630424089,466.7673002449997,11.189975055271528,93.8691698370656,3.6146656629973055,0
17.730925465916968,213.3564689733681,8.47305352176607,523.2755256901048,499.4485133131413,14.459965873233743,24.884149652213168,4.931308312956022,0
5.410927788924805,231.4181333400928,5.378765507567433,317.9706946352077,370.1263110683809,21.35340089847681,97.55711075909436,3.6315539297362927,0
-13.756966710961349,195.6375459332148,6.298083480481064,287.83248977653784,345.25147034275005,16.304897379821902,100.38573479689308,4.365204633952868,0
7.529388311121303,250.29882660776383,5.123923034712904,496.0823021383071,400.8832202562012,21.066009220730265,85.04570710945875,3.637808120439996,0
-0.5085061036900864,231.2007691949553,7.232036605029146,373.1085060177543,387.06835341446543,15.316065924499924,79.23838575053196,3.24118471293166,0
13.509979538244355,157.37928285272346,4.227135496779404,-29.192485999068023,493.2809755761552,12.656326979207664,45.82155410284895,4.056607417428153,0
-2.872660025285993,218.41303803769884,5.682992012867232,259.8801283473611,571.21894146441,18.53840268552822,68.89496807493201,2.45951264742032,0
8.769341125150211,173.27553016673457,5.594023539812675,625.383426249537,416.4549021936423,13.0691411764332,96.16822330342212,4.188626326969147,0
-6.167480982088422,184.561890327022,7.908187250617979,60.68680813709625,324.3187921974094,20.05405932780414,54.07468963690325,3.167524639214571,0
20.672827171071567,224.00270379621247,10.894796218661831,269.50298364746936,424.4533286661784,14.868265808360212,61.36704889194908,2.826239516142196,0
21.68072985081448,139.56294644941983,5.107019886708715,-52.27521093519465,311.41520739610326,16.786435205146052,65.24533754430055,4.7912957487083965,0
-13.01763199140411,175.8124615219221,7.216335230599165,112.1521841662315,496.10699541758873,14.160584362189152,49.22235416943926,3.958272303221927,0
11.854377426546051,184.86945864613867,7.860538616805924,516.6620239441918,373.6533557493515,13.26734333369078,39.969254656567,3.392398206816976,0
